Butterfly species name,Host family,Host genus
Helicoverpa zea,Cucurbitaceae,Cucurbita
Helicoverpa zea,Asteraceae,Dahlia
Helicoverpa zea,Solanaceae,Datura
Helicoverpa zea,Fabaceae,Desmodium
Helicoverpa zea,Caryophyllaceae,Dianthus
Helicoverpa zea,Poaceae,Digitaria
Helicoverpa zea,Salicaceae,Dovyalis
Helicoverpa zea,Poaceae,Eleusine
Helicoverpa zea,Geraniaceae,Erodium
Helicoverpa zea,Myrtaceae,Eucalyptus
Helicoverpa zea,Rosaceae,Fragaria
Helicoverpa zea,Asteraceae,Geraea
Helicoverpa zea,Geraniaceae,Geranium
Helicoverpa zea,Iridaceae,Gladiolus
Helicoverpa zea,Fabaceae,Glycine
Helicoverpa zea,Malvaceae,Gossypium
Helicoverpa zea,Asteraceae,Helianthus
Helicoverpa zea,Malvaceae,Hibiscus
Helicoverpa zea,Solanaceae,Hyoscyamus
Helicoverpa zea,Fabaceae,Indigofera
Helicoverpa zea,Convolvulaceae,Ipomoea
Helicoverpa zea,Acanthaceae,Justicia
Helicoverpa zea,Fabaceae,Lablab
Helicoverpa zea,Asteraceae,Lactuca
Helicoverpa zea,Fabaceae,Lathyrus
Helicoverpa zea,Fabaceae,Lespedeza
Helicoverpa zea,Proteaceae,Leucadendron
Helicoverpa zea,Linaceae,Linum
Helicoverpa zea,Fabaceae,Lupinus
Helicoverpa zea,Solanaceae,Lycopersicon
Helicoverpa zea,Malvaceae,Malachra
Helicoverpa zea,Rosaceae,Malus
Helicoverpa zea,Malvaceae,Malva
Helicoverpa zea,Fabaceae,Medicago
Helicoverpa zea,Fabaceae,Melilotus
Helicoverpa zea,Lamiaceae,Mentha
Helicoverpa zea,Fabaceae,Mucuna
Helicoverpa zea,Solanaceae,Nicotiana
Helicoverpa zea,Scrophulariaceae,Nuttallanthus
Helicoverpa zea,Poaceae,Oryza
Helicoverpa zea,Poaceae,Panicum
Helicoverpa zea,Papaveraceae,Papaver
Helicoverpa zea,Geraniaceae,Pelargonium
Helicoverpa zea,Poaceae,Pennisetum
Helicoverpa zea,Asteraceae,Pentzia
Helicoverpa zea,Lauraceae,Persea
Helicoverpa zea,Fabaceae,Phaseolus
Helicoverpa zea,Polemoniaceae,Phlox
Helicoverpa zea,Solanaceae,Physalis
Helicoverpa zea,Fabaceae,Pisum
Helicoverpa zea,Polygonaceae,Polygonum
Helicoverpa zea,Rosaceae,Prunus
Helicoverpa zea,Rosaceae,Pyrus
Helicoverpa zea,Resedaceae,Reseda
Helicoverpa zea,Euphorbiaceae,Ricinus
Helicoverpa zea,Brassicaceae,Rorippa
Helicoverpa zea,Rosaceae,Rosa
Helicoverpa zea,Poaceae,Saccharum
Helicoverpa zea,Lauraceae,Sassafras
Helicoverpa zea,Poaceae,Secale
Helicoverpa zea,Poaceae,Setaria
Helicoverpa zea,Malvaceae,Sida
Helicoverpa zea,Solanaceae,Solanum
Helicoverpa zea,Asteraceae,Solidago
Helicoverpa zea,Poaceae,Sorghum
Helicoverpa zea,Amaranthaceae,Spinacia
Helicoverpa zea,Lamiaceae,Stachys
Helicoverpa zea,Fabaceae,Trifolium
Helicoverpa zea,Poaceae,Triticum
Helicoverpa zea,Fabaceae,Vicia
Helicoverpa zea,Fabaceae,Vigna
Helicoverpa zea,Vitaceae,Vitis
Helicoverpa zea,Solanaceae,Withania
Helicoverpa zea,Asteraceae,Xanthium
Helicoverpa zea,Poaceae,Zea
Heliothis virescens,Malvaceae,Abelmoschus
Heliothis virescens,Malvaceae,Abutilon
Heliothis virescens,Asteraceae,Ageratum
Heliothis virescens,Malvaceae,Allowissadula
Heliothis virescens,Ranunculaceae,Aquilegia
Heliothis virescens,Fabaceae,Astragalus
Heliothis virescens,Malvaceae,Bastardia
Heliothis virescens,Brassicaceae,Brassica
Heliothis virescens,Fabaceae,Caesalpinia
Heliothis virescens,Fabaceae,Cajanus
Heliothis virescens,Juglandaceae,Carya
Heliothis virescens,Asteraceae,Chrysothamnus
Heliothis virescens,Fabaceae,Cicer
Heliothis virescens,Asteraceae,Croptilon
Heliothis virescens,Poaceae,Cynodon
Heliothis virescens,Solanaceae,Datura
Heliothis virescens,Fabaceae,Desmodium
Heliothis virescens,Geraniaceae,Erodium
Heliothis virescens,Myrtaceae,Eucalyptus
Heliothis virescens,Asteraceae,Geraea
Heliothis virescens,Geraniaceae,Geranium
Heliothis virescens,Fabaceae,Glycine
Heliothis virescens,Malvaceae,Gossypium
Heliothis virescens,Asteraceae,Helianthus
Heliothis virescens,Asteraceae,Heterotheca
Heliothis virescens,Malvaceae,Hibiscus
Heliothis virescens,Convolvulaceae,Ipomoea
Heliothis virescens,Asteraceae,Lactuca
Heliothis virescens,Fabaceae,Lathyrus
Heliothis virescens,Scrophulariaceae,Linaria
Heliothis virescens,Linaceae,Linum
Heliothis virescens,Fabaceae,Lupinus
Heliothis virescens,Solanaceae,Lycopersicon
Heliothis virescens,Pedaliaceae,Martynia
Heliothis virescens,Fabaceae,Medicago
Heliothis virescens,Fabaceae,Melilotus
Heliothis virescens,Solanaceae,Nicotiana
Heliothis virescens,Scrophulariaceae,Nuttallanthus
Heliothis virescens,Geraniaceae,Pelargonium
Heliothis virescens,Solanaceae,Petunia
Heliothis virescens,Solanaceae,Physalis
Heliothis virescens,Lamiaceae,Pycnanthemum
Heliothis virescens,Melastomataceae,Rhexia
Heliothis virescens,Grossulariaceae,Ribes
Heliothis virescens,Rosaceae,Rosa
Heliothis virescens,Polygonaceae,Rumex
Heliothis virescens,Pedaliaceae,Sesamum
Heliothis virescens,Solanaceae,Solanum
Heliothis virescens,Poaceae,Sorghum
Heliothis virescens,Fabaceae,Vigna
Mythimna separata,Poaceae,Oryza
Mythimna separata,Poaceae,Sorghum
Mythimna separata,Poaceae,Zea
Sesamia inferens,Poaceae,Andropogon
Sesamia inferens,Poaceae,Avena
Sesamia inferens,Cyperaceae,Bolboschoenus
Sesamia inferens,Poaceae,Coix
Sesamia inferens,Cyperaceae,Cyperus
Sesamia inferens,Ebenaceae,Diospyros
Sesamia inferens,Poaceae,Echinochloa
Sesamia inferens,Poaceae,Eleusine
Sesamia inferens,Poaceae,Eriochloa
Sesamia inferens,Poaceae,Hemarthria
Sesamia inferens,Poaceae,Hordeum
Sesamia inferens,Poaceae,Miscanthus
Sesamia inferens,Poaceae,Oryza
Sesamia inferens,Poaceae,Panicum
Sesamia inferens,Poaceae,Paspalum
Sesamia inferens,Poaceae,Pennisetum
Sesamia inferens,Poaceae,Phragmites
Sesamia inferens,Poaceae,Saccharum
Sesamia inferens,Cyperaceae,Scirpus
Sesamia inferens,Poaceae,Setaria
Sesamia inferens,Poaceae,Sorghum
Sesamia inferens,Poaceae,Triticum
Sesamia inferens,Poaceae,Zea
Spodoptera exigua,Malvaceae,Abelmoschus
Spodoptera exigua,Araucariaceae,Agathis
Spodoptera exigua,Malvaceae,Alcea
Spodoptera exigua,Amaryllidaceae,Allium
Spodoptera exigua,Amaranthaceae,Amaranthus
Spodoptera exigua,Fabaceae,Arachis
Spodoptera exigua,Asparagaceae,Asparagus
Spodoptera exigua,Asteraceae,Aster
Spodoptera exigua,Fabaceae,Astragalus
Spodoptera exigua,Amaranthaceae,Atriplex
Spodoptera exigua,Poaceae,Avena
Spodoptera exigua,Amaranthaceae,Beta
Spodoptera exigua,Nyctaginaceae,Boerhavia
Spodoptera exigua,Brassicaceae,Brassica
Spodoptera exigua,Asteraceae,Calendula
Spodoptera exigua,Solanaceae,Capsicum
Spodoptera exigua,Brassicaceae,Cardamine
Spodoptera exigua,Asteraceae,Carthamus
Spodoptera exigua,Amaranthaceae,Chenopodium
Spodoptera exigua,Cucurbitaceae,Citrullus
Spodoptera exigua,Cleomaceae,Cleome
Spodoptera exigua,Rubiaceae,Coffea
Spodoptera exigua,Malvaceae,Corchorus
Spodoptera exigua,Apiaceae,Coriandrum
Spodoptera exigua,Fabaceae,Crotalaria
Spodoptera exigua,Cucurbitaceae,Cucumus
Spodoptera exigua,Cucurbitaceae,Cucurbita
Spodoptera exigua,Fabaceae,Dalbergia
Spodoptera exigua,Solanaceae,Datura
Spodoptera exigua,Apiaceae,Daucus
Spodoptera exigua,Poaceae,Eleusine
Spodoptera exigua,Lamiaceae,Elsholtzia
Spodoptera exigua,Brassicaceae,Eruca
Spodoptera exigua,Asteraceae,Geraea
Spodoptera exigua,Gisekiaceae,Gisekia
Spodoptera exigua,Iridaceae,Gladiolus
Spodoptera exigua,Fabaceae,Glycine
Spodoptera exigua,Malvaceae,Gossypium
Spodoptera exigua,Caryophyllaceae,Gypsophila
Spodoptera exigua,Asteraceae,Helianthus
Spodoptera exigua,Malvaceae,Hibiscus
Spodoptera exigua,Fabaceae,Indigofera
Spodoptera exigua,Convolvulaceae,Ipomoea
Spodoptera exigua,Asteraceae,Lactuca
Spodoptera exigua,Fabaceae,Lathyrus
Spodoptera exigua,Fabaceae,Lens
Spodoptera exigua,Linaceae,Linum
Spodoptera exigua,Fabaceae,Lupinus
Spodoptera exigua,Solanaceae,Lycopersicon
Spodoptera exigua,Rosaceae,Malus
Spodoptera exigua,Malvaceae,Malva
Spodoptera exigua,Fabaceae,Medicago
Spodoptera exigua,Fabaceae,Melilotus
Spodoptera exigua,Solanaceae,Nicotiana
Spodoptera exigua,Poaceae,Oryza
Spodoptera exigua,Fabaceae,Phaseolus
Spodoptera exigua,Piperaceae,Piper
Spodoptera exigua,Fabaceae,Pisum
Spodoptera exigua,Plantaginaceae,Plantago
Spodoptera exigua,Polygonaceae,Polygonum
Spodoptera exigua,Portulacaceae,Portulaca
Spodoptera exigua,Fagaceae,Quercus
Spodoptera exigua,Brassicaceae,Raphanus
Spodoptera exigua,Euphorbiaceae,Ricinus
Spodoptera exigua,Poaceae,Saccharum
Spodoptera exigua,Amaranthaceae,Salsola
Spodoptera exigua,Pedaliaceae,Sesamum
Spodoptera exigua,Fabaceae,Sesbania
Spodoptera exigua,Solanaceae,Solanum
Spodoptera exigua,Asteraceae,Sonchus
Spodoptera exigua,Poaceae,Sorghum
Spodoptera exigua,Amaranthaceae,Spinacia
Spodoptera exigua,Asteraceae,Taraxacum
Spodoptera exigua,Aizoaceae,Tetragonia
Spodoptera exigua,Cucurbitaceae,Trichosanthes
Spodoptera exigua,Fabaceae,Trifolium
Spodoptera exigua,Scrophulariaceae,Verbascum
Spodoptera exigua,Fabaceae,Vicia
Spodoptera exigua,Fabaceae,Vigna
Spodoptera exigua,Vitaceae,Vitis
Spodoptera exigua,Poaceae,Zea
Spodoptera exigua,Poaceae,Zoysia
Spodoptera frugiperda,Euphorbiaceae,Acalypha
Spodoptera frugiperda,Poaceae,Agrostis
Spodoptera frugiperda,Malvaceae,Alcea
Spodoptera frugiperda,Amaryllidaceae,Allium
Spodoptera frugiperda,Amaranthaceae,Amaranthus
Spodoptera frugiperda,Poaceae,Andropogon
Spodoptera frugiperda,Fabaceae,Arachis
Spodoptera frugiperda,Apocynaceae,Asclepias
Spodoptera frugiperda,Asparagaceae,Asparagus
Spodoptera frugiperda,Solanaceae,Atropa
Spodoptera frugiperda,Poaceae,Avena
Spodoptera frugiperda,Amaranthaceae,Beta
Spodoptera frugiperda,Poaceae,Brachiaria
Spodoptera frugiperda,Brassicaceae,Brassica
Spodoptera frugiperda,Fabaceae,Cajanus
Spodoptera frugiperda,Solanaceae,Capsicum
Spodoptera frugiperda,Cyperaceae,Carex
Spodoptera frugiperda,Caricaceae,Carica
Spodoptera frugiperda,Juglandaceae,Carya
Spodoptera frugiperda,Poaceae,Cenchrus
Spodoptera frugiperda,Amaranthaceae,Chenopodium
Spodoptera frugiperda,Poaceae,Chloris
Spodoptera frugiperda,Asteraceae,Chrysanthemum
Spodoptera frugiperda,Asteraceae,Chrysothamnus
Spodoptera frugiperda,Fabaceae,Cicer
Spodoptera frugiperda,Cucurbitaceae,Citrullus
Spodoptera frugiperda,Rutaceae,Citrus
Spodoptera frugiperda,Convolvulaceae,Convolvulus
Spodoptera frugiperda,Euphorbiaceae,Croton
Spodoptera frugiperda,Cucurbitaceae,Cucumis
Spodoptera frugiperda,Poaceae,Cynodon
Spodoptera frugiperda,Cyperaceae,Cyperus
Spodoptera frugiperda,Poaceae,Dactyloctenium
Spodoptera frugiperda,Asteraceae,Dahlia
Spodoptera frugiperda,Poaceae,Digitaria
Spodoptera frugiperda,Poaceae,Echinochloa
Spodoptera frugiperda,Poaceae,Eleusine
Spodoptera frugiperda,Poaceae,Eremochloa
Spodoptera frugiperda,Myrtaceae,Eucalyptus
Spodoptera frugiperda,Polygonaceae,Fagopyrum
Spodoptera frugiperda,Rosaceae,Fragaria
Spodoptera frugiperda,Geraniaceae,Geranium
Spodoptera frugiperda,Iridaceae,Gladiolus
Spodoptera frugiperda,Fabaceae,Glycine
Spodoptera frugiperda,Malvaceae,Gossypium
Spodoptera frugiperda,Asteraceae,Helianthus
Spodoptera frugiperda,Poaceae,Hordeum
Spodoptera frugiperda,Convolvulaceae,Ipomoea
Spodoptera frugiperda,Linaceae,Linum
Spodoptera frugiperda,Poaceae,Lolium
Spodoptera frugiperda,Solanaceae,Lycopersicon
Spodoptera frugiperda,Fabaceae,Macroptilium
Spodoptera frugiperda,Rosaceae,Malus
Spodoptera frugiperda,Fabaceae,Medicago
Spodoptera frugiperda,Fabaceae,Mucuna
Spodoptera frugiperda,Musaceae,Musa
Spodoptera frugiperda,Solanaceae,Nicotiana
Spodoptera frugiperda,Boraginaceae,Onosmodium
Spodoptera frugiperda,Poaceae,Oryza
Spodoptera frugiperda,Poaceae,Panicum
Spodoptera frugiperda,Poaceae,Paspalum
Spodoptera frugiperda,Poaceae,Pennisetum
Spodoptera frugiperda,Apiaceae,Petroselinum
Spodoptera frugiperda,Fabaceae,Phaseolus
Spodoptera frugiperda,Poaceae,Phleum
Spodoptera frugiperda,Fabaceae,Pisum
Spodoptera frugiperda,Platanaceae,Platanus
Spodoptera frugiperda,Apocynaceae,Plumeria
Spodoptera frugiperda,Poaceae,Poa
Spodoptera frugiperda,Portulacaceae,Portulaca
Spodoptera frugiperda,Rosaceae,Prunus
Spodoptera frugiperda,Fabaceae,Pueraria
Spodoptera frugiperda,Poaceae,Saccharum
Spodoptera frugiperda,Poaceae,Secale
Spodoptera frugiperda,Poaceae,Setaria
Spodoptera frugiperda,Solanaceae,Solanum
Spodoptera frugiperda,Poaceae,Sorghum
Spodoptera frugiperda,Amaranthaceae,Spinacia
Spodoptera frugiperda,Poaceae,Stenotaphrum
Spodoptera frugiperda,Fabaceae,Trifolium
Spodoptera frugiperda,Poaceae,Triticum
Spodoptera frugiperda,Ericaceae,Vaccinium
Spodoptera frugiperda,Fabaceae,Vigna
Spodoptera frugiperda,Violaceae,Viola
Spodoptera frugiperda,Vitaceae,Vitis
Spodoptera frugiperda,Fabaceae,Wisteria
Spodoptera frugiperda,Asteraceae,Xanthium
Spodoptera frugiperda,Poaceae,Zea
Spodoptera frugiperda,Poaceae,Zoysia
Striacosta albicosta,Fabaceae,Phaseolus
Striacosta albicosta,Solanaceae,Physalis
Striacosta albicosta,Solanaceae,Solanum
Striacosta albicosta,Fabaceae,Vigna
Striacosta albicosta,Poaceae,Zea
Manoba major,Combretaceae,Terminalia
Pheosia gnoma,Betulaceae,Betula
Bicyclus anynana,Poaceae,Ehrharta
Bicyclus anynana,Cyperaceae,
Danaus plexippus,Apocynaceae,Apocynum
Danaus plexippus,Apocynaceae,Araujia
Danaus plexippus,Apocynaceae,Asclepias
Danaus plexippus,Apocynaceae,Calotropis
Danaus plexippus,Rutaceae,Citrus
Danaus plexippus,Apocynaceae,Cynanchum
Danaus plexippus,Euphorbiaceae,Euphorbia
Danaus plexippus,Apocynaceae,Gomphocarpus
Danaus plexippus,Apocynaceae,Gonolobus
Danaus plexippus,Malvaceae,Gossypium
Danaus plexippus,Convolvulaceae,Ipomoea
Danaus plexippus,Sapotaceae,Manilkara
Danaus plexippus,Apocynaceae,Marsdenia
Danaus plexippus,Apocynaceae,Matelea
Danaus plexippus,Apocynaceae,Orbea
Danaus plexippus,Apocynaceae,Oxypetalum
Danaus plexippus,Apocynaceae,Oxystelma
Danaus plexippus,Apocynaceae,Sarcostemma
Danaus plexippus,Apocynaceae,Stephanotis
Heliconius melpomene,Passifloraceae,Passiflora
Junonia coenia,Orobanchaceae,Agalinis
Junonia coenia,Plantaginaceae,Antirrhinum
Junonia coenia,Garryaceae,Aucuba
Junonia coenia,Scrophulariaceae,Aureolaria
Junonia coenia,Orobanchaceae,Buchnera
Junonia coenia,Orobanchaceae,Castilleja
Junonia coenia,Scrophulariaceae,Cymbalaria
Junonia coenia,Scrophulariaceae,Diascia
Junonia coenia,Scrophulariaceae,Digitalis
Junonia coenia,Acanthaceae,Dyschoriste
Junonia coenia,Scrophulariaceae,Kickxia
Junonia coenia,Scrophulariaceae,Linaria
Junonia coenia,Verbenaceae,Lippia
Junonia coenia,Scrophulariaceae,Maurandella
Junonia coenia,Scrophulariaceae,Mimulus
Junonia coenia,Scrophulariaceae,Nuttallanthus
Junonia coenia,Scrophulariaceae,Penstemon
Junonia coenia,Verbenaceae,Phyla
Junonia coenia,Plantaginaceae,Plantago
Junonia coenia,Acanthaceae,Ruellia
Junonia coenia,Scrophulariaceae,Russelia
Junonia coenia,Crassulaceae,Sedum
Junonia coenia,Scrophulariaceae,Seymeria
Junonia coenia,Scrophulariaceae,Striga
Junonia coenia,Verbenaceae,Verbena
Junonia coenia,Scrophulariaceae,Veronica
Maniola jurtina,Poaceae,Agrostis
Maniola jurtina,Poaceae,Brachypodium
Maniola jurtina,Poaceae,Elymus
Maniola jurtina,Poaceae,Lolium
Maniola jurtina,Poaceae,Milium
Maniola jurtina,Poaceae,Poa
Maniola jurtina,Poaceae,Stipa
Melitaea cinxia,Asteraceae,Achillea
Melitaea cinxia,Asteraceae,Centaurea
Melitaea cinxia,Poaceae,Corynephorus
Melitaea cinxia,Asteraceae,Hieracium
Melitaea cinxia,Plantaginaceae,Plantago
Melitaea cinxia,Scrophulariaceae,Veronica
Melitaea cinxia,Violaceae,Viola
Pararge aegeria,Poaceae,Agropyron
Pararge aegeria,Poaceae,Brachypodium
Pararge aegeria,Poaceae,Bromus
Pararge aegeria,Poaceae,Cynodon
Pararge aegeria,Poaceae,Dactylis
Pararge aegeria,Poaceae,Elymus
Pararge aegeria,Poaceae,Holcus
Pararge aegeria,Poaceae,Hordeum
Pararge aegeria,Poaceae,Melica
Pararge aegeria,Poaceae,Oryzopsis
Pararge aegeria,Poaceae,Poa
Polygonia c-album,Betulaceae,Betula
Polygonia c-album,Urticaceae,Boehmeria
Polygonia c-album,Cannabaceae,Celtis
Polygonia c-album,Betulaceae,Corylus
Polygonia c-album,Cannabaceae,Humulus
Polygonia c-album,Caprifoliaceae,Lonicera
Polygonia c-album,Rosaceae,Prunus
Polygonia c-album,Fagaceae,Quercus
Polygonia c-album,Grossulariaceae,Ribes
Polygonia c-album,Rosaceae,Rubus
Polygonia c-album,Salicaceae,Salix
Polygonia c-album,Ulmaceae,Ulmus
Polygonia c-album,Urticaceae,Urtica
Polygonia c-album,Ulmaceae,Zelkova
Pseudopostega quadristrigella,Grossulariaceae,Ribes
Luehdorfia chinensis,Aristolochiaceae,Asarum
Papilio glaucus,Sapindaceae,Acer
Papilio glaucus,Betulaceae,Alnus
Papilio glaucus,Rosaceae,Amelanchier
Papilio glaucus,Betulaceae,Betula
Papilio glaucus,Acanthaceae,Ruellia
Papilio glaucus,Betulaceae,Carpinus
Papilio glaucus,Juglandaceae,Carya
Papilio glaucus,Bignoniaceae,Catalpa
Papilio glaucus,Lauraceae,Cinnamomum
Papilio glaucus,Asteraceae,Cirsium
Papilio glaucus,Betulaceae,Corylus
Papilio glaucus,Rosaceae,Crataegus
Papilio glaucus,Rosaceae,Cydonia
Papilio glaucus,Oleaceae,Fraxinus
Papilio glaucus,Lauraceae,Lindera
Papilio glaucus,Magnoliaceae,Liriodendron
Papilio glaucus,Magnoliaceae,Magnolia
Papilio glaucus,Rosaceae,Malus
Papilio glaucus,Salicaceae,Populus
Papilio glaucus,Rosaceae,Prunus
Papilio glaucus,Rutaceae,Ptelea
Papilio glaucus,Fagaceae,Quercus
Papilio glaucus,Salicaceae,Salix
Papilio glaucus,Lauraceae,Sassafras
Papilio glaucus,Rosaceae,Sorbus
Papilio glaucus,Styracaceae,Styrax
Papilio glaucus,Oleaceae,Syringa
Papilio glaucus,Malvaceae,Tilia
Papilio glaucus,Rutaceae,Zanthoxylum
Papilio machaon,Apiaceae,Aegopodium
Papilio machaon,Apiaceae,Ammi
Papilio machaon,Apiaceae,Anethum
Papilio machaon,Apiaceae,Angelica
Papilio machaon,Apiaceae,Apium
Papilio machaon,Asteraceae,Artemisia
Papilio machaon,Apiaceae,Carum
Papilio machaon,Apiaceae,Cicuta
Papilio machaon,Rutaceae,Citrus
Papilio machaon,Apiaceae,Conioselinum
Papilio machaon,Apiaceae,Conium
Papilio machaon,Apiaceae,Coriandrum
Papilio machaon,Asteraceae,Cosmos
Papilio machaon,Apiaceae,Cryptotaenia
Papilio machaon,Apiaceae,Daucus
Papilio machaon,Rutaceae,Dictamnus
Papilio machaon,Apiaceae,Ducrosia
Papilio machaon,Apiaceae,Foeniculum
Papilio machaon,Apiaceae,Glehnia
Papilio machaon,Rutaceae,Haplophyllum
Papilio machaon,Apiaceae,Heracleum
Papilio machaon,Apiaceae,Levisticum
Papilio machaon,Apiaceae,Ligusticum
Papilio machaon,Zygophyllaceae,Malacocarpus
Papilio machaon,Apiaceae,Pastinaca
Papilio machaon,Asteraceae,Petasites
Papilio machaon,Apiaceae,Petroselinum
Papilio machaon,Apiaceae,Peucedanum
Papilio machaon,Rutaceae,Phellodendron
Papilio machaon,Apiaceae,Pimpinella
Papilio machaon,Rutaceae,Poncirus
Papilio machaon,Rutaceae,Ruta
Papilio machaon,Apiaceae,Selinum
Papilio machaon,Apiaceae,Seseli
Papilio machaon,Tamaricaceae,Tamarix
Papilio machaon,Rutaceae,Thamnosma
Papilio machaon,Apiaceae,Tilingia
Papilio machaon,Rutaceae,Zanthoxylum
Papilio machaon,Apiaceae,Zizia
Parides eurimedes,Aristolochiaceae,Aristolochia
Anthocharis cardamines,Brassicaceae,Alliaria
Anthocharis cardamines,Brassicaceae,Arabis
Anthocharis cardamines,Brassicaceae,Barbarea
Anthocharis cardamines,Brassicaceae,Brassica
Anthocharis cardamines,Brassicaceae,Capsella
Anthocharis cardamines,Brassicaceae,Cardamine
Anthocharis cardamines,Brassicaceae,Isatis
Anthocharis cardamines,Brassicaceae,Rorippa
Anthocharis cardamines,Brassicaceae,Thlaspi
Ascia monuste,Amaryllidaceae,Allium
Ascia monuste,Brassicaceae,Armoracia
Ascia monuste,Bataceae,Batis
Ascia monuste,Brassicaceae,Brassica
Ascia monuste,Brassicaceae,Cakile
Ascia monuste,Capparaceae,Capparis
Ascia monuste,Brassicaceae,Capsella
Ascia monuste,Fabaceae,Cassia
Ascia monuste,Cleomaceae,Cleome
Ascia monuste,Capparaceae,Crateva
Ascia monuste,Brassicaceae,Lepidium
Ascia monuste,Brassicaceae,Lobularia
Ascia monuste,Capparaceae,Polanisia
Ascia monuste,Brassicaceae,Raphanus
Ascia monuste,Brassicaceae,Rorippa
Ascia monuste,Brassicaceae,Sinapis
Ascia monuste,Tropaeolaceae,Tropaeolum
Colias croceus,Fabaceae,Lotus
Colias croceus,Fabaceae,Medicago
Colias croceus,Fabaceae,Trifolium
Hebomoia glaucippe,Brassicaceae,Brassica
Hebomoia glaucippe,Capparaceae,Capparis
Hebomoia glaucippe,Cleomaceae,Cleome
Hebomoia glaucippe,Capparaceae,Crateva
Phoebis sennae,Salicaceae,Casearia
Phoebis sennae,Fabaceae,Cassia
Phoebis sennae,Fabaceae,Chamaecrista
Phoebis sennae,Fabaceae,Crotalaria
Phoebis sennae,Fabaceae,Phaseolus
Phoebis sennae,Fabaceae,Senna
Plutella xylostella,Brassicaceae,Alyssum
Plutella xylostella,Apiaceae,Apium
Plutella xylostella,Fabaceae,Arachis
Plutella xylostella,Brassicaceae,Brassica
Plutella xylostella,Capparaceae,Capparis
Plutella xylostella,Apiaceae,Daucus
Plutella xylostella,Brassicaceae,Erysimum
Plutella xylostella,Asteraceae,Galinsoga
Plutella xylostella,Rubiaceae,Guettarda
Plutella xylostella,Brassicaceae,Iberis
Plutella xylostella,Brassicaceae,Lepidium
Plutella xylostella,Brassicaceae,Lobularia
Plutella xylostella,Caprifoliaceae,Lonicera
Plutella xylostella,Brassicaceae,Matthiola
Plutella xylostella,Brassicaceae,Raphanus
Plutella xylostella,Brassicaceae,Rorippa
Plutella xylostella,Poaceae,Saccharum
Plutella xylostella,Dipterocarpaceae,Shorea
Plutella xylostella,Solanaceae,Solanum
Plutella xylostella,Amaranthaceae,Spinacia
Plutella xylostella,Fabaceae,Vicia
Plutella xylostella,Poaceae,Zea
Tegeticula yuccasella,Asparagaceae,Yucca
Thyridopteryx ephemeraeformis,Sapindaceae,Acer
Thyridopteryx ephemeraeformis,Sapindaceae,Aesculus
Thyridopteryx ephemeraeformis,Asteraceae,Ageratina
Thyridopteryx ephemeraeformis,Asteraceae,Ambrosia
Thyridopteryx ephemeraeformis,Rosaceae,Amelanchier
Thyridopteryx ephemeraeformis,Annonaceae,Annona
Thyridopteryx ephemeraeformis,Asteraceae,Anthemis
Thyridopteryx ephemeraeformis,Fabaceae,Bauhinia
Thyridopteryx ephemeraeformis,Berberidaceae,Berberis
Thyridopteryx ephemeraeformis,Betulaceae,Betula
Thyridopteryx ephemeraeformis,Myrtaceae,Callistemon
Thyridopteryx ephemeraeformis,Betulaceae,Carpinus
Thyridopteryx ephemeraeformis,Juglandaceae,Carya
Thyridopteryx ephemeraeformis,Fagaceae,Castanea
Thyridopteryx ephemeraeformis,Casuarinaceae,Casuarina
Thyridopteryx ephemeraeformis,Bignoniaceae,Catalpa
Thyridopteryx ephemeraeformis,Pinaceae,Cedrus
Thyridopteryx ephemeraeformis,Cannabaceae,Celtis
Thyridopteryx ephemeraeformis,Fabaceae,Cercis
Thyridopteryx ephemeraeformis,Cupressaceae,Chamaecyparis
Thyridopteryx ephemeraeformis,Rutaceae,Citrus
Thyridopteryx ephemeraeformis,Ranunculaceae,Clematis
Thyridopteryx ephemeraeformis,Polygonaceae,Coccoloba
Thyridopteryx ephemeraeformis,Asteraceae,Erigeron
Thyridopteryx ephemeraeformis,Cornaceae,Cornus
Thyridopteryx ephemeraeformis,Rosaceae,Crataegus
Thyridopteryx ephemeraeformis,Cupressaceae,Cupressus
Thyridopteryx ephemeraeformis,Rosaceae,Cydonia
Thyridopteryx ephemeraeformis,Ebenaceae,Diospyros
Thyridopteryx ephemeraeformis,Fagaceae,Fagus
Thyridopteryx ephemeraeformis,Oleaceae,Fraxinus
Thyridopteryx ephemeraeformis,Ericaceae,Gaylussacia
Thyridopteryx ephemeraeformis,Fabaceae,Gleditsia
Thyridopteryx ephemeraeformis,Malvaceae,Gossypium
Thyridopteryx ephemeraeformis,Hamamelidaceae,Hamamelis
Thyridopteryx ephemeraeformis,Asteraceae,Helianthus
Thyridopteryx ephemeraeformis,Malvaceae,Hibiscus
Thyridopteryx ephemeraeformis,Cannabaceae,Humulus
Thyridopteryx ephemeraeformis,Aquifoliaceae,Ilex
Thyridopteryx ephemeraeformis,Iridaceae,Iris
Thyridopteryx ephemeraeformis,Rubiaceae,Ixora
Thyridopteryx ephemeraeformis,Cupressaceae,Juniperus
Thyridopteryx ephemeraeformis,Amaranthaceae,Kochia
Thyridopteryx ephemeraeformis,Lythraceae,Lagerstroemia
Thyridopteryx ephemeraeformis,Verbenaceae,Lantana
Thyridopteryx ephemeraeformis,Pinaceae,Larix
